ID,SHOWS,AVILIO_ID,NR,MEETING_ID,GROUP_ID,DOC_ID,CREATOR_ID,EXPIRE_DATE,APROVED,NOW_ACTIVE,LATER_ACTIVE,NEXT_ACTIVE,NOW_VOTING,QUESTION_HASH,STATUS_DESC
32968,"RENGĖJAI ATSIĖMĖ KLAUSIMĄ",4211bee000a211e6a528c1ce463b817e,44,43066445,2,6644,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
32969,"DĖL PATALPŲ KRIVIŲ G. 10 IŠNUOMOJIMO NE KONKURSO BŪDU VŠĮ „UŽUPIO MENO INKUBATORIUS“",871597a000a211e6a528c1ce463b817e,45,43066445,2,6627,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32970,"DĖL NEGYVENAMŲJŲ PATALPŲ ŠV. JONO G. 11 NUOMOS SUTARTIES, SUDARYTOS SU LIETUVOS NACIONALINĖS UNESCO KOMISIJOS SEKRETORIATU, GALIOJIMO TERMINO PRATĘSIMO",a777d85000a211e6a528c1ce463b817e,46,43066445,2,6636,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32971,"DĖL NEGYVENAMŲJŲ PATALPŲ DARIAUS IR GIRĖNO G. 11 IŠNUOMOJIMO NE KONKURSO BŪDU ASOCIACIJAI LIETUVOS SAKALIUKŲ SĄJUNGAI",cace2bb000a211e6a528c1ce463b817e,47,43066445,2,6645,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32972,"DĖL NEGYVENAMŲJŲ PATALPŲ GEROVĖS G. 29 IŠNUOMOJIMO NE KONKURSO BŪDU LABDAROS IR PARAMOS FONDUI VILTIES CENTRUI",e96178c000a211e6a528c1ce463b817e,48,43066445,2,6651,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32974,"DĖL UAB „START VILNIUS“ NEKILNOJAMOJO TURTO SUBAČIAUS G. 30, VILNIUJE, PARDAVIMO",cdd12b2000a511e6a528c1ce463b817e,49,43066445,2,6630,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"pertrauka svarstyme"
32978,"RENGĖJAI ATSIĖMĖ KLAUSIMĄ",fc58869000a611e6a528c1ce463b817e,50,43066445,2,6475,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
32979,"DĖL SUTIKIMO PERIMTI VALSTYBĖS TURTĄ",19b0e2a000a711e6a528c1ce463b817e,51,43066445,2,6643,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32980,"RENGĖJAI ATSIĖMĖ KLAUSIMĄ",5fed898000a711e6a528c1ce463b817e,52,43066445,2,6599,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
32985,"DĖL TERITORIJOS JOČIONIŲ G. 13 AUKŠČIO REGLAMENTO",0052f04000a811e6a528c1ce463b817e,34,43066445,2,6501,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
32986,"DĖL ŽEMĖS SKLYPO J. LELEVELIO G. 1 (KADASTRO NR. 0101/0040:237) DALIES PERDAVIMO NEATLYGINTINAI NAUDOTIS",32906b5000a811e6a528c1ce463b817e,55,43066445,2,6611,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32989,"DĖL ŽEMĖS SKLYPŲ (KADASTRO NR. 0101/0167:474 IR NR. 0101/0167:55) TARP SKATULĖS IR MOZŪRIŠKIŲ GATVIŲ, T-06 TERITORIJOJE, DETALIOJO PLANO TVIRTINIMO",f93c4070016c11e6acd3e050549f6d12,56,43066445,2,6657,50,"2016-04-12 12:22:09",2,,0,0,,8777f92bdbe98bb2b082aa5560329c5f,
32990,"RENGĖJAI ATSIĖMĖ KLAUSIMĄ",1ff85410016d11e6acd3e050549f6d12,57,43066445,2,6624,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
32991,"DĖL SKLYPO (KADASTRO NR. 0101/0158:101) NEMĖŽIO KAIME DETALIOJO PLANO TVIRTINIMO",94b80610016d11e6acd3e050549f6d12,58,43066445,2,6654,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32992,"DĖL SKLYPO ČIOBIŠKIO G. 16 DETALIOJO PLANO TVIRTINIMO",f1de2770016d11e6acd3e050549f6d12,59,43066445,2,6655,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32993,"DĖL KREIPIMOSI Į VALSTYBINĘ KAINŲ IR ENERGETIKOS KONTROLĖS KOMISIJĄ",49f74bc0016f11e6acd3e050549f6d12,35,43066445,2,6602,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32994,"DĖL TERITORIJOS, PAGAL VILNIAUS VERBŲ ETNOKULTŪRINIO KRAŠTOVAIZDŽIO DRAUSTINIO SPECIALŲJĮ PLANĄ PATENKANČIOS Į KOMPLEKSINIO PLANAVIMO ZONĄ NR. 31, DETALIOJO PLANO TVIRTINIMO",7aadc6c0017111e6acd3e050549f6d12,60,43066445,2,6631,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32997,"DĖL SUTIKIMO PERIMTI SAVIVALDYBĖS NUOSAVYBĖN VALSTYBEI NUOSAVYBĖS TEISE PRIKLAUSANTĮ IR ŠIUO METU LIETUVOS RESPUBLIKOS VALSTYBĖS SAUGUMO DEPARTAMENTO  PATIKĖJIMO TEISE VALDOMĄ NEKILNOJAMĄJĮ  IR KITĄ ILGALAIKĮ MATERIALŲJĮ TURTĄ",b04fe490052a11e69241b7bafd55a67d,61,43066445,2,6660,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32998,"DĖL BUTO BUIVYDIŠKIŲ G. 4-30, VILNIUJE, PIRKIMO",d7a63c60052a11e69241b7bafd55a67d,62,43066445,2,6658,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
32999,"DĖL KOMPLEKSINĖS VAIZDO STEBĖJIMO SISTEMOS DIEGIMO VILNIAUS MIESTE PROJEKTO",ffb2ebe0052a11e69241b7bafd55a67d,63,43066445,2,6659,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33000,"DĖL ĮGALIOJIMO ATSTOVAUTI SAVIVALDYBEI UAB „VILNIAUS VANDENYS“ AKCININKŲ SUSIRINKIMUOSE",60b22390053d11e69241b7bafd55a67d,64,43066445,2,6664,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33001,"REZOLIUCIJA DĖL ROMŲ KIRTIMŲ TABORE VYKDOMOS PREKYBOS NARKOTINĖMIS MEDŽIAGOMIS UŽKARDYMO",929a43f0054311e69241b7bafd55a67d,65,43066445,2,6666,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33004,"Dėl Balsų skaičiavimo komisijos tvirtinimo",9cabdcc0060911e6a62cd3b7b34328d8,1,43066445,2,0,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33005,"Dėl  posėdžio darbotvarkės projekto tvirtinimo",9d311250060911e6a62cd3b7b34328d8,2,43066445,2,0,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33006,"VILNIAUS MIESTO SAVIVALDYBĖS TARYBOS METINĖ ATASKAITA.",82b8e720052a11e69241b7bafd55a67d,3,43066445,2,0,50,"2016-04-12 12:22:09",,,0,0,,,
33007,"DĖL TARYBOS 2016-02-10 SPRENDIMO NR. 1-344 „DĖL VILNIAUS MIESTO SAVIVALDYBĖS 2016 METŲ BIUDŽETO TVIRTINIMO“ PAKEITIMO",0173a6b000a111e6a528c1ce463b817e,4,43066445,2,6665,50,"2016-04-12 12:22:09",2,,0,0,,ca26c5f5e0ea9995fe0f8e9a23d0ff99,
33008,"DĖL ILGALAIKIŲ PASKOLŲ ĖMIMO 2016 METŲ INVESTICIJŲ PROJEKTAMS FINANSUOTI",641dd47000a111e6a528c1ce463b817e,5,43066445,2,6642,50,"2016-04-12 12:22:09",2,,0,0,,a53ebe1c1c52ecec090a22dea23b2451,
33009,"DĖL NEKILNOJAMOJO TURTO MOKESČIO TARIFŲ 2017 METAMS NUSTATYMO",ed5b344000a511e6a528c1ce463b817e,6,43066445,2,6663,50,"2016-04-12 12:22:09",2,,0,0,,0883621c86cb3bc900efc3184734d507,
33010,"DĖL TARYBOS 2014-05-14 SPRENDIMO NR. 1-1792 „DĖL VALSTYBINĖS ŽEMĖS NUOMOS MOKESČIO TARIFŲ IR ADMINISTRAVIMO TAISYKLIŲ TVIRTINIMO“ PAKEITIMO",0be3d2f000a611e6a528c1ce463b817e,7,43066445,2,6661,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33011,"DĖL ŽEMĖS MOKESČIO TARIFŲ 2017 METAMS NUSTATYMO",bc530f7000a611e6a528c1ce463b817e,8,43066445,2,6662,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33012,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS NEKILNOJAMOJO TURTO VALDYMO STRATEGIJOS TVIRTINIMO",9d72a94000a511e6a528c1ce463b817e,9,43066445,2,6629,50,"2016-04-12 12:22:09",2,,0,0,,7c5d2a080d0ab3766c9aa727eb4ae82d,
33013,"DĖL TARYBOS 2015-06-17 SPRENDIMO NR. 1-60 „DĖL VILNIAUS MIESTO SAVIVALDYBĖS VALDYMO IR VILNIAUS MIESTO SAVIVALDYBĖS ADMINISTRACIJOS STRUKTŪROS TVIRTINIMO“ PAKEITIMO“",149e4570009611e6a528c1ce463b817e,10,43066445,2,6593,50,"2016-04-12 12:22:09",2,,0,0,,d77c687bc13aad0e0ce07bf59eadefd4,
33014,"DĖL VILNIAUS (KIRTIMŲ) ROMŲ TABORO BENDRUOMENĖS INTEGRACIJOS Į VISUOMENĘ 2016–2019 METŲ PROGRAMOS TVIRTINIMO",95e8b890009611e6a528c1ce463b817e,11,43066445,2,6486,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33015,"DĖL TARYBOS 2011-11-23 SPRENDIMO NR. 1-326 „DĖL TVARKYMO IR ŠVAROS TAISYKLIŲ TVIRTINIMO“ PAKEITIMO",30bad0b0009711e6a528c1ce463b817e,12,43066445,2,6574,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33016,"DĖL ATLIEKŲ TVARKYMO TARIFŲ IR ĮKAINIŲ TVIRTINIMO",b4fce6b1009c11e6a528c1ce463b817e,13,43066445,2,6637,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33017,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS ATLIEKŲ TVARKYMO TAISYKLIŲ  TVIRTINIMO",8752b9f0009d11e6a528c1ce463b817e,14,43066445,2,6650,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33018,"DĖL PRITARIMO PROJEKTO „PAVIRŠINIŲ NUOTEKŲ SISTEMŲ TVARKYMAS VILNIAUS MIESTE“  ĮGYVENDINIMUI IŠ 2014–2020 M. EUROPOS SĄJUNGOS IR SAVIVALDYBĖS LĖŠŲ",fca6f280009711e6a528c1ce463b817e,15,43066445,2,6647,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33019,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS ŽELDYNŲ IR ŽELDINIŲ APSAUGOS TAISYKLIŲ TVIRTINIMO",d68fd170009711e6a528c1ce463b817e,16,43066445,2,6591,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
33020,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS APLINKOS APSAUGOS RĖMIMO 2016 METŲ SPECIALIOSIOS PROGRAMOS PRIEMONIŲ TVIRTINIMO",3d511140009c11e6a528c1ce463b817e,17,43066445,2,6626,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33021,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS VISUOMENĖS SVEIKATOS RĖMIMO SPECIALIOSIOS PROGRAMOS 2015 METŲ PRIEMONĖMS SKIRTŲ LĖŠŲ PANAUDOJIMO ATASKAITOS TVIRTINIMO",7fd36e4000a711e6a528c1ce463b817e,18,43066445,2,6632,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33022,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS VISUOMENĖS SVEIKATOS RĖMIMO SPECIALIOSIOS PROGRAMOS 2016 METŲ PRIEMONIŲ SĄRAŠO TVIRTINIMO",a0efd73000a711e6a528c1ce463b817e,19,43066445,2,6635,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33023,"DĖL VILNIAUS MIESTO SAVIŽUDYBIŲ PREVENCIJOS 2016–2019 METŲ STRATEGIJOS IR JOS ĮGYVENDINIMO PRIEMONIŲ PLANO 2016 METAMS TVIRTINIMO",bdeb463000a711e6a528c1ce463b817e,20,43066445,2,6622,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33024,"DĖL PRITARIMO VIEŠOSIOS ĮSTAIGOS VILNIAUS MIESTO KLINIKINĖS LIGONINĖS REORGANIZAVIMUI",dd1b216000a711e6a528c1ce463b817e,21,43066445,2,6633,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"pertrauka svarstyme"
33025,"DĖL KLASIŲ KOMPLEKTŲ SKAIČIAUS, MOKINIŲ SKAIČIAUS VIDURKIO KLASĖSE PAGAL VYKDOMAS BENDRĄSIAS PROGRAMAS IR NAUJŲ MOKINIŲ PRIĖMIMO LAIKO NUSTATYMO SAVIVALDYBĖS BENDROJO UGDYMO MOKYKLOMS IR JŲ SKYRIAMS  2016–2017 MOKSLO METAMS",afe36020009511e6a528c1ce463b817e,22,43066445,2,6634,50,"2016-04-12 12:22:09",2,,0,0,,482f70cf5bc288a6bb685bfab20108ae,
33026,"DĖL SUTIKIMO REORGANIZUOTI VILNIAUS CENTRO MOKYKLĄ",6ca60c00009411e6a528c1ce463b817e,23,43066445,2,6604,50,"2016-04-12 12:22:09",2,,0,0,,be6e19adc2f27568a5a082a4dbbceca4,
33027,"DĖL VILNIAUS „GENIO“ PRADINĖS MOKYKLOS (STRUKTŪROS)  PERTVARKOS",4df84b50015311e6acd3e050549f6d12,24,43066445,2,6653,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33028,"DĖL TARYBOS 2011-06-28 SPRENDIMO NR. 1-114 „DĖL KREIPIMOSI DĖL SOCIALINĖS PARAMOS MOKINIAMS TVARKOS, MOKINIŲ NEMOKAMO MAITINIMO TVARKOS IR PARAMOS MOKINIO REIKMENIMS ĮSIGYTI TVARKOS APRAŠŲ TVIRTINIMO“ PAKEITIMO",1dbc5360009411e6a528c1ce463b817e,25,43066445,2,6570,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33029,"DĖL SUTIKIMO REORGANIZUOTI VILNIAUS SPECIALŲJĮ DARŽELĮ „DOBILĖLIS“",459bd860009411e6a528c1ce463b817e,26,43066445,2,6580,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33030,"DĖL TARYBOS 2015-05-28 SPRENDIMO NR. 1-57 „DĖL VAIKŲ PRIĖMIMO Į VILNIAUS MIESTO ŠVIETIMO ĮSTAIGŲ IKIMOKYKLINIO IR PRIEŠMOKYKLINIO UGDYMO GRUPES ORGANIZAVIMO TVARKOS APRAŠO TVIRTINIMO“ PAPILDYMO",dfa234d0018011e6acd3e050549f6d12,27,43066445,2,6656,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33031,"DĖL VŠĮ ,,UŽUPIO MENO INKUBATORIUS“ DALININKO TEISIŲ PERĖMIMO",d91ad401009511e6a528c1ce463b817e,28,43066445,2,6606,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33032,"DĖL DARBO SUTARTIES SU VILNIAUS DARŽELIO-MOKYKLOS „ŽIBURĖLIS“ DIREKTORE REGINA JURGAITYTE NUTRAUKIMO ŠALIŲ SUSITARIMU",42efb940009611e6a528c1ce463b817e,29,43066445,2,6649,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33033,"DĖL ELIZOS NORKUVIENĖS ATLEIDIMO IŠ PAREIGŲ 
IR JOLANTOS TUČIENĖS SKYRIMO Į VILNIAUS LOPŠELIO-DARŽELIO „ĄŽUOLAS“ DIREKTORIAUS PAREIGAS",69bbab60009611e6a528c1ce463b817e,30,43066445,2,6617,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33034,"DĖL PRITARIMO VILNIAUS MIESTO SAVIVALDYBĖS KONTROLĖS IR AUDITO TARNYBOS 2015 METŲ VEIKLOS ATASKAITAI",5726ef90009711e6a528c1ce463b817e,31,43066445,2,6610,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33035,"DĖL TARYBOS 2013-12-11 SPRENDIMO NR. 1-1592 „DĖL PARAMOS SKYRIMO DAUGIABUČIŲ GYVENAMŲJŲ NAMŲ, ESANČIŲ SENAMIESTYJE IR JO APSAUGOS ZONOSE, FASADŲ ELEMENTŲ GALIMAI AVARINEI BŪKLEI LIKVIDUOTI TVARKOS APRAŠO TVIRTINIMO“ PAKEITIMO",a1a314e0009711e6a528c1ce463b817e,32,43066445,2,6467,50,"2016-04-12 12:22:09",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33036,"DĖL PRITARIMO VILNIAUS MIESTO SAVIVALDYBĖS, AKCINĖS BENDROVĖS „VILNIAUS ŠILUMOS TINKLAI“ IR UŽDAROSIOS AKCINĖS BENDROVĖS „LIETUVOS ENERGIJA“ MEMORANDUMUI",577ca910013911e6acd3e050549f6d12,33,43066445,2,6652,50,"2016-04-12 12:22:09",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
33037,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS 2016–2018 METŲ STRATEGINIO VEIKLOS PLANO TVIRTINIMO",9c05aaf011ec11e691578170a812f0d9,3,43271402,2,6692,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33038,"RENGĖJAI ATSIĖMĖ KLAUSIMĄ",ef6d238011ec11e691578170a812f0d9,4,43271402,2,6663,50,"2016-05-04 14:36:54",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
33039,"RENGĖJAI ATSIĖMĖ KLAUSIMĄ",1b0a9ae011ed11e691578170a812f0d9,5,43271402,2,6661,50,"2016-05-04 14:36:54",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
33040,"RENGĖJAI ATSIĖMĖ KLAUSIMĄ",3c96406011ed11e691578170a812f0d9,6,43271402,2,6662,50,"2016-05-04 14:36:54",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
33041,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS NEKILNOJAMOJO TURTO VALDYMO STRATEGIJOS TVIRTINIMO",60a92d0011ed11e691578170a812f0d9,7,43271402,2,6629,50,"2016-05-04 14:36:54",2,,0,0,,4c05347510c20ff89bed7f6e1ffa71ea,
33042,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS ATLIEKŲ TVARKYMO TAISYKLIŲ  TVIRTINIMO",8432021211ed11e691578170a812f0d9,9,43271402,2,6650,50,"2016-05-04 14:36:54",2,,0,0,,7a8ac142a5151c13daaff0a036e65da7,
33043,"DĖL ATLIEKŲ TVARKYMO TARIFŲ IR ĮKAINIŲ TVIRTINIMO",afce8f1011ed11e691578170a812f0d9,8,43271402,2,6637,50,"2016-05-04 14:36:54",2,,0,0,,dafcd2b9966a0fbc2426f037e8ad9dea,
33044,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS ŽELDYNŲ IR ŽELDINIŲ APSAUGOS TAISYKLIŲ TVIRTINIMO",f5ed9bd011ed11e691578170a812f0d9,10,43271402,2,6591,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33045,"DĖL UAB ,,VILNIAUS VALDA“ ŠILUMOS BAZINĖS KAINOS DEDAMŲJŲ IR KARŠTO VANDENS KAINOS DEDAMŲJŲ PERSKAIČIAVIMO",131c28c011ee11e691578170a812f0d9,11,43271402,2,6689,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33046,"DĖL TARYBOS 2011-04-06 SPRENDIMO NR. 1-2070 „DĖL VILNIAUS MIESTO SAVIVALDYBĖS  TARYBOS VEIKLOS REGLAMENTO TVIRTINIMO“ PAKEITIMO",84144ea011f211e691578170a812f0d9,12,43271402,2,6707,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33047,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS VISUOMENĖS SVEIKATOS RĖMIMO SPECIALIOSIOS PROGRAMOS 2016 METŲ PRIEMONIŲ SĄRAŠO TVIRTINIMO",b01c6eb011f211e691578170a812f0d9,13,43271402,2,6635,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33048,"DĖL PRITARIMO VIEŠOSIOS ĮSTAIGOS VILNIAUS MIESTO KLINIKINĖS LIGONINĖS REORGANIZAVIMUI",e5d5e9c011f511e691578170a812f0d9,14,43271402,2,6633,50,"2016-05-04 14:36:54",2,,0,0,,7798a1be0d3dcf13421ac4dfc7b3874a,
33049,"DĖL PRITARIMO VILNIAUS, KAUNO, KLAIPĖDOS, RYGOS, TALINO IR PERNU MIESTŲ BENDRADARBIAVIMO MEMORANDUMUI",e656bd1011f611e691578170a812f0d9,15,43271402,2,6684,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33050,"DĖL PRITARIMO VILNIAUS MIESTO SAVIVALDYBĖS, AKCINĖS BENDROVĖS „VILNIAUS ŠILUMOS TINKLAI“ IR UŽDAROSIOS AKCINĖS BENDROVĖS „LIETUVOS ENERGIJA“ MEMORANDUMUI",112795a011f711e691578170a812f0d9,16,43271402,2,6652,50,"2016-05-04 14:36:54",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
33051,"DĖL TERITORIJOS JOČIONIŲ G. 13 AUKŠČIO REGLAMENTO",34604ee011f711e691578170a812f0d9,17,43271402,2,6501,50,"2016-05-04 14:36:54",1,,0,0,,50a8938cf6e202139fc08f22fbe2a05c,"Išbraukta iš darbotvarkės"
33052,"DĖL VŠĮ ,,UŽUPIO MENO INKUBATORIUS“ DALININKO TEISIŲ PERĖMIMO",6925fb7011f711e691578170a812f0d9,18,43271402,2,6606,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33053,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS TARYBOS KONTROLĖS KOMITETO 2016 METŲ VEIKLOS PROGRAMOS TVIRTINIMO",bc51556011f711e691578170a812f0d9,19,43271402,2,6687,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33054,"DĖL VILNIAUS MIESTO SAVIVALDYBĖS ATSTOVŲ DELEGAVIMO Į DR. JONO BASANAVIČIAUS PAMINKLO SUKŪRIMO IR PASTATYMO VILNIUJE DARBŲ KOORDINAVIMO KOMISIJĄ",27b58d3011f811e691578170a812f0d9,20,43271402,2,6698,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33055,"DĖL TARYBOS 2015-05-13 SPRENDIMO NR. 1-34 „DĖL VILNIAUS ŠILUMOS TINKLŲ NUOMOS SUTARTIES VYKDYMO PRIEŽIŪROS KOMISIJOS TVIRTINIMO“ PAKEITIMO",cfadc6a011f911e691578170a812f0d9,21,43271402,2,6691,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33056,"DĖL PAVEDIMO SAVIVALDYBĖS ADMINISTRACIJOS FINANSŲ DEPARTAMENTO TURTO VALDYMO SKYRIUI ATLIKTI SAVIVALDYBEI PRIKLAUSANČIŲ AKCIJŲ PRIVATIZAVIMO FUNKCIJAS IR VILNIAUS MIESTO SAVIVALDYBĖS PRIVATIZAVIMO KOMISIJOS NUOSTATŲ TVIRTINIMO",3fb1773011fa11e691578170a812f0d9,22,43271402,2,6693,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33057,"DĖL VYLŪNĖS URBONIENĖS ĮGALIOJIMO ATSTOVAUTI 
SAVIVALDYBEI VŠĮ VILNIJOS VERSLO INKUBATORIAUS IR VŠĮ „SAULĖTEKIO SLĖNIS“ VISUOTINIUOSE DALININKŲ SUSIRINKIMUOSE",640d53b011fa11e691578170a812f0d9,23,43271402,2,6695,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33058,"DĖL VILNIAUS JERUZALĖS MOKYKLOS (STRUKTŪROS) PERTVARKOS",aa080f9011fa11e691578170a812f0d9,24,43271402,2,6694,50,"2016-05-04 14:36:54",2,,0,0,,1649b1cc51f469b323b9a7f1cdf52831,
33059,"DĖL PRIEŠMOKYKLINIO UGDYMO GRUPIŲ (KLASIŲ) SKAIČIAUS 2016–2017 MOKSLO METAMS NUSTATYMO VILNIAUS MIESTO SAVIVALDYBĖS BENDROJO IR IKIMOKYKLINIO UGDYMO ĮSTAIGOSE",f470fb0011fa11e691578170a812f0d9,25,43271402,2,6699,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33061,"DĖL PRITARIMO LIETUVOS KARIUOMENĖS KRAŠTO APSAUGOS SAVANORIŲ PAJĖGŲ DIDŽIOSIOS KOVOS APYGARDOS 8-OSIOS RINKTINĖS, LIETUVOS ŠAULIŲ SĄJUNGOS KARALIAUS MINDAUGO ŠAULIŲ 10-OSIOS RINKTINĖS IR VILNIAUS MIESTO SAVIVALDYBĖS BENDRADARBIAVIMO SUTARČIAI",5b6204c011fc11e691578170a812f0d9,29,43271402,2,6674,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
33062,"DĖL TARYBOS 2015-06-17 SPRENDIMO NR. 1-72 ,,DĖL DALYVAVIMO VILNIAUS MIESTO VIETOS VEIKLOS GRUPIŲ (ASOCIACIJŲ) VEIKLOJE“ PAKEITIMO",813da37011fc11e691578170a812f0d9,30,43271402,2,6683,50,"2016-05-04 14:36:54",2,,0,0,,f8736323e6c823b50180823f7b963c52,
